Checked,helix,beta,c,unkown,error,Protein FDR Confidence,Master,Accession,Description,Exp. q-value,Sum PEP Score,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Modifications,Entrez Gene ID,Ensembl Gene ID,Gene ID,Chromosome,Biological Process,Cellular Component,Molecular Function,Pfam IDs,emPAI,Score Sequest HT,# Peptides Sequest HT
False,,,,,,High,Master Protein,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2",0.0,7.60921321389791,28.6821705426357,2,2,2,1,129,13.687,8.81,,1329,ENSG00000135940.6,COX5B,2,metabolic process;transport,membrane;mitochondrion,catalytic activity;metal ion binding;protein binding;transporter activity,Pf01215,0.585,6.28591585159302,2
False,,,,,,High,Master Protein,P61077,Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens GN=UBE2D3 PE=1 SV=1,0.0,7.58532825732538,28.5714285714286,2,3,2,1,147,16.676,7.8,,7323,ENSG00000109332.19,UBE2D3,4,cell death;metabolic process;regulation of biological process;response to stimulus,cytosol;endosome;membrane,catalytic activity;nucleotide binding;protein binding,"Pf00179, Pf14461",1.512,10.6803107261658,2
False,,,,,,High,Master Protein,Q9NR56,Muscleblind-like protein 1 OS=Homo sapiens GN=MBNL1 PE=1 SV=2,0.0,7.5805614192884,9.27835051546392,2,2,2,1,388,41.79,8.9,,4154,ENSG00000152601.17,MBNL1,3,cell differentiation;metabolic process;regulation of biological process,cytoplasm;cytosol;nucleus,metal ion binding;protein binding;RNA binding,,0.359,6.33676648139954,2
False,,,,,,High,Master Protein,Q15369,Elongin-C OS=Homo sapiens GN=ELOC PE=1 SV=1,0.0,7.5776912458584,29.4642857142857,2,2,2,1,112,12.465,4.78,,6921,ENSG00000154582.16,TCEB1; ELOC,8,metabolic process;regulation of biological process;response to stimulus,cytosol;nucleus,catalytic activity;protein binding;RNA binding,Pf03931,0.778,6.20211100578308,2
False,,,,,,High,Master Protein,Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens GN=PIN1 PE=1 SV=1,0.0,7.54061233776182,25.1533742331288,2,2,2,1,163,18.232,8.82,,5300,ENSG00000127445.13,PIN1,19,cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;mitochondrion;nucleus,catalytic activity;motor activity;protein binding;transporter activity,"Pf00397, Pf00639, Pf13616",0.52,5.7785370349884,2
False,,,,,,High,Master Protein,Q15102,Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens GN=PAFAH1B3 PE=1 SV=1,0.0,7.53702839077373,23.3766233766234,2,3,2,1,231,25.718,6.84,,5050,ENSG00000079462.7,PAFAH1B3,19,metabolic process,cytoplasm;cytosol;membrane,catalytic activity;protein binding,"Pf00657, Pf13472",0.54,5.82629823684692,2
False,,,,,,High,Master Protein,P61313,60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2,0.0,7.50757544867944,20.5882352941176,3,3,3,1,204,24.131,11.62,,6138,ENSG00000174748.18,RPL15,3,cell organization and biogenesis;metabolic process;response to stimulus;transport,cytosol;membrane;nucleus;ribosome,protein binding;RNA binding;structural molecule activity,Pf00827,0.638,9.17214369773865,3
False,,,,,,High,Master Protein,Q92747,Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=2 SV=2,0.0,7.50610686125122,14.0540540540541,3,3,2,1,370,41.543,8.18,,10552,ENSG00000241685.9,ARPC1A,7,cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol,protein binding,Pf00400,0.334,8.90798425674438,3
False,,,,,,High,Master Protein,P53618,Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3,0.0,7.49495416341205,8.49947534102833,4,4,4,1,953,107.074,6.05,,1315,ENSG00000129083.12,COPB1,11,transport,cytoplasm;cytosol;Golgi;membrane,protein binding;structural molecule activity,"Pf01602, Pf07718, Pf14806",0.175,8.53658699989319,4
False,,,,,,High,Master Protein,Q13435,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,0.0,7.4923065470428,1.7877094972067,2,2,2,1,895,100.165,5.67,,10992,ENSG00000087365.15,SF3B2,11,metabolic process,nucleus;spliceosomal complex,protein binding;RNA binding,"Pf02037, Pf04037, Pf04046",0.093,6.26062202453613,2
False,,,,,,High,Master Protein,Q14008,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3,0.0,7.43031354437512,1.47637795275591,3,3,3,1,2032,225.352,7.8,,9793,ENSG00000175216.14,CKAP5,11,cell division;cell organization and biogenesis;regulation of biological process;transport,chromosome;cytoplasm;cytoskeleton;cytosol;membrane,protein binding,Pf12348,0.056,5.69845294952393,3
False,,,,,,High,Master Protein,Q9C005,Protein dpy-30 homolog OS=Homo sapiens GN=DPY30 PE=1 SV=1,0.0,7.42981152832543,20.2020202020202,1,2,1,1,99,11.243,4.88,,84661,ENSG00000162961.13,DPY30,2,cell organization and biogenesis;metabolic process;regulation of biological process;transport,Golgi;nucleus,catalytic activity;protein binding,Pf05186,1.154,6.3779616355896,1
False,,,,,,High,Master Protein,P62888,60S ribosomal protein L30 OS=Homo sapiens GN=RPL30 PE=1 SV=2,0.0,7.42377190367814,33.0434782608696,2,2,2,1,115,12.776,9.63,,6156,ENSG00000156482.10,RPL30,8,cell organization and biogenesis;defense response;metabolic process;response to stimulus;transport,cytosol;membrane;nucleus;ribosome,protein binding;RNA binding;structural molecule activity,Pf01248,0.778,7.21909308433533,2
False,,,,,,High,Master Protein,P62072,Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens GN=TIMM10 PE=1 SV=1,0.0,7.42021640338319,26.6666666666667,1,1,1,1,90,10.326,6.29,Acetyl [N-Term],26519,ENSG00000134809.8,TIMM10,11,cell organization and biogenesis;transport,membrane;mitochondrion,metal ion binding;protein binding;transporter activity,Pf02953,0.334,5.62951040267944,1
False,,,,,,High,Master Protein,Q14152,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,0.0,7.39961287153275,1.51953690303907,2,2,2,1,1382,166.468,6.79,,8661,ENSG00000107581.12,EIF3A,10,cell organization and biogenesis;metabolic process;regulation of biological process,cytoplasm;cytosol;membrane;nucleus,protein binding;RNA binding;structural molecule activity,Pf01399,0.05,7.23034906387329,2
False,,,,,,High,Master Protein,P15586,N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS PE=1 SV=3,0.0,7.39402259875658,5.43478260869565,2,3,2,1,552,62.042,8.31,,2799,ENSG00000135677.10,GNS,12,metabolic process;transport,extracellular;organelle lumen;vacuole,catalytic activity;metal ion binding;protein binding,"Pf00884, Pf01663",0.259,9.57761859893799,2
False,,,,,,High,Master Protein,Q12797,Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3,0.0,7.38644173000746,7.78364116094987,3,3,3,1,758,85.809,5.01,,444,ENSG00000198363.17,ASPH,8,metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;endoplasmic reticulum;membrane;organelle lumen,catalytic activity;metal ion binding;protein binding;structural molecule activity,"Pf05118, Pf05279, Pf13414, Pf13428, Pf13432, Pf14559",0.199,8.82087755203247,3
False,,,,,,High,Master Protein,P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3",0.0,7.36945995069833,14.6511627906977,4,4,4,1,430,47.487,9.01,,2806,ENSG00000125166.12,GOT2,16,metabolic process;response to stimulus;transport,cell surface;membrane;mitochondrion;organelle lumen,catalytic activity;protein binding;RNA binding,Pf00155,0.269,8.21419930458069,4
False,,,,,,High,Master Protein,P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1,0.0,7.34886046057497,13.2530120481928,3,3,2,1,249,28.568,4.09,,8125,ENSG00000140350.15,ANP32A,15,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;endoplasmic reticulum;nucleus,protein binding;RNA binding,"Pf12799, Pf13855, Pf14580",0.874,7.59430027008057,3
False,,,,,,High,Master Protein,P52566,Rho GDP-dissociation inhibitor 2 OS=Homo sapiens GN=ARHGDIB PE=1 SV=3,0.0,7.32459652989774,21.3930348258706,3,3,3,1,201,22.974,5.21,,397,ENSG00000111348.8,ARHGDIB,12,cellular component movement;development;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane,catalytic activity;enzyme regulator activity;protein binding,Pf02115,0.585,9.11569976806641,3
False,,,,,,High,Master Protein,O00159,Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4,0.0,7.31397997761912,7.7140169332079,4,4,4,1,1063,121.606,9.41,,4641,ENSG00000197879.14,MYO1C,17,cell organization and biogenesis;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus,catalytic activity;motor activity;nucleotide binding;protein binding,"Pf00063, Pf06017",0.145,12.1236476898193,4
False,,,,,,High,Master Protein,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1",0.0,7.2917455448521,9.93227990970655,3,3,3,1,443,48.197,8.66,,10657,ENSG00000121774.17,KHDRBS1,1,cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;nucleus,DNA binding;protein binding;RNA binding,"Pf00013, Pf13014",0.334,5.79578804969788,3
False,,,,,,High,Master Protein,P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2,0.0,7.28998217589863,11.0016420361248,4,4,4,1,609,69.799,6.64,,2547,ENSG00000196419.12,XRCC6,22,cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus;transport,chromosome;cytoplasm;cytosol;extracellular;membrane;nucleus;organelle lumen,catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding,"Pf02037, Pf02735, Pf03730, Pf03731",0.259,8.25953602790833,4
False,,,,,,High,Master Protein,P10599,Thioredoxin OS=Homo sapiens GN=TXN PE=1 SV=3,0.0,7.26469538659769,26.6666666666667,2,2,2,1,105,11.73,4.92,,7295,ENSG00000136810.12,TXN,9,cell communication;cell proliferation;cellular component movement;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;extracellular;mitochondrion;nucleus,antioxidant activity;catalytic activity;protein binding;RNA binding,"Pf00085, Pf00462, Pf13098, Pf13899, Pf13905",0.931,6.50622177124023,2
False,,,,,,High,Master Protein,P11233,Ras-related protein Ral-A OS=Homo sapiens GN=RALA PE=1 SV=1,0.0,7.24257371894261,13.5922330097087,3,3,3,1,206,23.552,7.11,,5898,ENSG00000006451.7,RALA,7,cell division;cell organization and biogenesis;regulation of biological process;response to stimulus;transport,cell surface;membrane,catalytic activity;nucleotide binding;protein binding,"Pf00025, Pf00071, Pf08477",0.874,9.39522457122803,3
False,,,,,,High,Master Protein,P16152,Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3,0.0,7.24201966134255,18.0505415162455,2,2,2,1,277,30.356,8.32,,873; 54093,ENSG00000159228.12,CBR1; SETD4,21,cell differentiation;metabolic process,cytoplasm;cytosol,catalytic activity,"Pf00106, Pf01370, Pf08659, Pf13561",0.292,7.75074100494385,2
False,,,,,,High,Master Protein,P62913,60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2,0.0,7.20017282459623,17.4157303370787,2,3,2,1,178,20.24,9.6,,6135,ENSG00000142676.12,RPL11,1,cell organization and biogenesis;metabolic process;regulation of biological process;transport,cytoplasm;cytosol;membrane;nucleus;ribosome,protein binding;RNA binding;structural molecule activity,"Pf00281, Pf00673",1.154,5.48625063896179,2
False,,,,,,High,Master Protein,Q86UE4,Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2,0.0,7.18288314191152,12.0274914089347,3,3,3,1,582,63.799,9.32,,92140,ENSG00000147649.9,MTDH,8,cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;endoplasmic reticulum;membrane;nucleus,protein binding;RNA binding,,0.259,5.15008592605591,3
False,,,,,,High,Master Protein,Q13126,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens GN=MTAP PE=1 SV=2,0.0,7.16666587231573,20.1413427561837,4,4,4,1,283,31.216,7.18,,4507,ENSG00000099810.18,MTAP,9,metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;nucleus,catalytic activity;protein binding,Pf01048,0.668,12.191698551178,4
False,,,,,,High,Master Protein,O60711,Leupaxin OS=Homo sapiens GN=LPXN PE=1 SV=1,0.0,7.12984898976918,5.69948186528497,2,2,2,1,386,43.304,6.01,Acetyl [N-Term],9404,ENSG00000110031.12,LPXN,11,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;nucleus,metal ion binding;protein binding,Pf00412,0.311,6.1634886264801,2
False,,,,,,High,Master Protein,Q96AE4,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,0.0,7.0452054190228,4.34782608695652,2,2,2,1,644,67.518,7.61,,8880,ENSG00000162613.16,FUBP1,1,metabolic process;regulation of biological process,nucleus,DNA binding;protein binding;RNA binding,"Pf00013, Pf07650, Pf13014",0.133,5.0776230096817,2
False,,,,,,High,Master Protein,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens GN=NDUFS8 PE=1 SV=1",0.0,7.04229896907842,19.5238095238095,2,2,2,1,210,23.69,6.34,,4728,ENSG00000110717.12,NDUFS8,11,cell organization and biogenesis;metabolic process;response to stimulus;transport,membrane;mitochondrion;organelle lumen,catalytic activity;metal ion binding,"Pf00037, Pf12837, Pf12838, Pf13183, Pf13187, Pf13237, Pf13459, Pf13484, Pf13534, Pf14697",0.334,7.2053496837616,2
False,,,,,,High,Master Protein,Q14498,RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2,0.0,7.03977441860617,9.62264150943396,3,3,3,1,530,59.343,10.1,,9584,ENSG00000131051.22,RBM39,20,metabolic process;regulation of biological process,cytoskeleton;nucleus,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259, Pf15519",0.28,5.39038109779358,3
False,,,,,,High,Master Protein,Q16629,Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7 PE=1 SV=1,0.0,7.0271003108545,15.9663865546218,3,4,2,1,238,27.35,11.82,,6432,ENSG00000115875.18,SRSF7,2,metabolic process;regulation of biological process;transport,cytoplasm;nucleus,metal ion binding;protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",0.778,8.11698341369629,3
False,,,,,,High,Master Protein,P36543,V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1,0.0,7.02141966869365,20.7964601769912,2,2,2,1,226,26.129,8.0,,529,ENSG00000131100.12,ATP6V1E1,22,cellular homeostasis;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;membrane;mitochondrion,catalytic activity;protein binding;transporter activity,Pf01991,0.334,7.21946024894714,2
False,,,,,,High,Master Protein,Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2,0.0,6.97375756091467,2.0,1,2,1,1,1150,132.739,5.76,,55749,ENSG00000060339.13,CCAR1,10,cell death;metabolic process;regulation of biological process,cytoplasm,DNA binding;protein binding;RNA binding,"Pf02037, Pf14443, Pf14444",0.041,6.54959082603455,1
False,,,,,,High,Master Protein,P25205,DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3,0.0,6.9734667354767,2.5990099009901,1,1,1,1,808,90.924,5.77,,4172,ENSG00000112118.18,MCM3,6,metabolic process,cytoplasm;membrane;nucleus,catalytic activity;DNA binding;nucleotide binding;protein binding,"Pf00493, Pf01078, Pf07728, Pf14551",0.041,5.02269697189331,1
False,,,,,,High,Master Protein,Q02952,A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12 PE=1 SV=4,0.0,6.96349048544565,4.09652076318743,3,3,3,1,1782,191.367,4.41,,9590,ENSG00000131016.16,AKAP12,6,regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;membrane,protein binding,Pf03832,0.075,8.61854314804077,3
False,,,,,,High,Master Protein,P63313,Thymosin beta-10 OS=Homo sapiens GN=TMSB10 PE=1 SV=2,0.0,6.95694030069297,31.8181818181818,1,2,1,1,44,5.023,5.36,,9168,ENSG00000034510.5,TMSB10,2,cell organization and biogenesis,cytoplasm;cytoskeleton,protein binding,,2.162,5.44984769821167,1
False,,,,,,High,Master Protein,Q92973,Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2,0.0,6.9555584555209,3.89755011135857,3,3,3,1,898,102.289,4.98,,3842,ENSG00000083312.17,TNPO1,5,cellular component movement;regulation of biological process;transport,cytoplasm;cytosol;membrane;nucleus,protein binding;RNA binding;transporter activity,"Pf03810, Pf13513, Pf13646",0.174,6.96964430809021,3
False,,,,,,High,Master Protein,Q02750,Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens GN=MAP2K1 PE=1 SV=2,0.0,6.93894471341019,20.1017811704835,3,3,3,1,393,43.411,6.62,,5604,ENSG00000169032.9,MAP2K1,15,cell differentiation;cell proliferation;cellular component movement;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;endosome;Golgi;membrane;mitochondrion;nucleus,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding;signal transducer activity,"Pf00069, Pf07714",0.389,8.45086216926575,3
False,,,,,,High,Master Protein,Q9Y5X3,Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1,0.0,6.89583888346263,10.1485148514852,3,3,3,1,404,46.787,6.76,,27131,ENSG00000089006.16,SNX5,20,cell organization and biogenesis;regulation of biological process;transport,cytoplasm;cytosol;endosome;membrane,protein binding,"Pf00787, Pf09325",0.318,6.65502405166626,3
False,,,,,,High,Master Protein,O00303,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1,0.0,6.89090126419179,9.80392156862745,2,2,2,1,357,37.54,5.45,,8665,ENSG00000280606.3; ENSG00000175390.13,EIF3F,11; CHR_HSCHR11_1_CTG1_2,metabolic process,cytoplasm;cytosol;membrane,catalytic activity;protein binding;RNA binding,"Pf01398, Pf13012",0.311,5.69912123680115,2
False,,,,,,High,Master Protein,O76094,Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3,0.0,6.87910536863416,3.12965722801788,2,2,2,1,671,74.56,9.26,,6731,ENSG00000174780.15,SRP72,4,cell organization and biogenesis;response to stimulus;transport,cytoplasm;cytosol;endoplasmic reticulum,protein binding;RNA binding,"Pf08492, Pf12569, Pf12895, Pf13424, Pf14559",0.116,6.04321074485779,2
False,,,,,,High,Master Protein,P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1",0.0,6.87620119162963,29.951690821256,3,3,3,1,207,22.026,9.38,,10105,ENSG00000108179.13,PPIF,10,cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,membrane;mitochondrion;organelle lumen,catalytic activity;protein binding,Pf00160,0.54,8.95220184326172,3
False,,,,,,High,Master Protein,Q9UBG0,C-type mannose receptor 2 OS=Homo sapiens GN=MRC2 PE=1 SV=2,0.0,6.87024738744388,6.28803245436105,4,4,4,1,1479,166.568,5.83,,9902,ENSG00000011028.13,MRC2,17,cell differentiation;metabolic process;regulation of biological process;response to stimulus;transport,membrane,protein binding;receptor activity;signal transducer activity,"Pf00040, Pf00059",0.15,7.56268525123596,4
False,,,,,,High,Master Protein,P62333,26S proteasome regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1,0.0,6.86593608201833,12.5964010282776,3,3,3,1,389,44.145,7.49,,5706,ENSG00000100519.11,PSMC6,14,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus;proteasome,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00004, Pf00910, Pf01078, Pf05496, Pf07724, Pf07726, Pf07728, Pf13191, Pf13207, Pf13401",0.292,5.95570683479309,3
